"sgdid" "type" "qual" "name" "gene" "alias" "parent" "sgdid2" "chrom" "start" "end" "strand" "genpos" "cver" "sver" "desc"
"14754" "S000003424" "ORF" "Verified" "YGR192C" "TDH3" "glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH3|GAPDH|GPD|SSS2|HSP36|HSP35|GLD1" "chromosome 7" "L000002274" "7" 883810 882812 "C" NA "2011-02-03" "1996-07-31" "Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 3; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bacteria; binds AU-rich RNA"
"14866" "S000003472" "ORF" "Verified" "YGR240C" "PFK1" "6-phosphofructokinase subunit alpha" "chromosome 7" "L000001404" "7" 973734 970771 "C" 184 "2011-02-03" "1996-07-31" "Alpha subunit of heterooctameric phosphofructokinase; involved in glycolysis, indispensable for anaerobic growth, activated by fructose-2,6-bisphosphate and AMP, mutation inhibits glucose induction of cell cycle-related genes"
"14900" "S000003486" "ORF" "Verified" "YGR254W" "ENO1" "phosphopyruvate hydratase ENO1|HSP48" "chromosome 7" "L000000559" "7" 1000927 1002240 "W" NA "2011-02-03" "1996-07-31" "Enolase I, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression repressed in response to glucose; protein abundance increases in response to DNA replication stress; N-terminally propionylated in vivo; ENO1 has a paralog, ENO2, that arose from the whole genome duplication"
"731" "S000003588" "ORF" "Verified" "YJL052W" "TDH1" "glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH1|GAPDH|GLD3" "chromosome 10" "L000002272" "10" 338271 339269 "W" NA "2011-02-03" "1996-07-31" "Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria"
"907" "S000003769" "ORF" "Verified" "YJR009C" "TDH2" "glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) TDH2|GAPDH|GLD2" "chromosome 10" "L000002273" "10" 454681 453683 "C" 2.95 "2011-02-03" "1996-07-31" "Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication"
"3248" "S000004337" "ORF" "Uncharacterized" "YLR345W" "" "bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase" "chromosome 12" "" "12" 820511 822040 "W" NA "2004-02-05" "1996-07-31" "Similar to 6-phosphofructo-2-kinase enzymes; mRNA expression is repressed by the Rfx1p-Tup1p-Ssn6p repressor complex; YLR345W is not an essential gene"
"3512" "S000004438" "ORF" "Uncharacterized" "YLR446W" "" "hexokinase" "chromosome 12" "" "12" 1025214 1026515 "W" NA "2011-02-03" "1996-07-31" "Putative hexokinase; transcript is upregulated during sporulation and the unfolded protein response; YLR446W is not an essential gene"
"4260" "S000004717" "ORF" "Verified" "YMR111C" "" "" "chromosome 13" "" "13" 493792 492404 "C" NA "2011-02-03" "1996-07-31" "Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene; forms nuclear foci upon DNA replication stress"
"4425" "S000004783" "ORF" "Verified" "YMR172W" "HOT1" "" "chromosome 13" "L000004957" "13" 605981 608140 "W" NA "2011-02-03" "1996-07-31" "Transcription factor for glycerol biosynthetic genes; required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p"
"4523" "S000004818" "ORF" "Verified" "YMR205C" "PFK2" "6-phosphofructokinase subunit beta" "chromosome 13" "L000001405" "13" 674766 671887 "C" 132 "2011-02-03" "1996-07-31" "Beta subunit of heterooctameric phosphofructokinase; involved in glycolysis; indispensable for anaerobic growth; activated by fructose-2,6-bisphosphate and AMP; mutation inhibits glucose induction of cell cycle-related genes"
"4820" "S000004942" "ORF" "Verified" "YMR323W" "ERR3" "phosphopyruvate hydratase ERR3" "chromosome 13" "" "13" 920088 921401 "W" NA "2011-02-03" "1996-07-31" "Enolase, a phosphopyruvate hydratase; catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate; complements the growth defect of an ENO1 ENO2 double mutant in glucose"
"6144" "S000005417" "ORF" "Verified" "YOL056W" "GPM3" "phosphoglycerate mutase family protein GPM3" "chromosome 15" "L000002980" "15" 223268 224179 "W" NA "2011-02-03" "1996-07-31" "Homolog of Gpm1p phosphoglycerate mutase; converts 3-phosphoglycerate to 2-phosphoglycerate in glycolysis; may be non-functional; GPM3 has a paralog, GPM2, that arose from the whole genome duplication"
"5996" "S000005476" "ORF" "Verified" "YOL116W" "MSN1" "PHD2|MSS10|HRB382|FUP1" "chromosome 15" "L000001197" "15" 99809 100957 "W" NA "2006-01-05" "1996-07-31" "Transcriptional activator; involved in regulation of invertase and glucoamylase expression, invasive growth and pseudohyphal differentiation, iron uptake, chromium accumulation, and response to osmotic stress; localizes to the nucleus; relative distribution to the nucleus increases upon DNA replication stress"
"5946" "S000005496" "ORF" "Verified" "YOL136C" "PFK27" "6-phosphofructo-2-kinase|PFK-2" "chromosome 15" "L000003077" "15" 68754 67561 "C" NA "2006-01-05" "1996-07-31" "6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A"
"7149" "S000005871" "ORF" "Verified" "YOR344C" "TYE7" "SGC1" "chromosome 15" "L000002401" "15" 978069 977194 "C" 199 "2011-02-03" "1996-07-31" "Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix"
"7161" "S000005874" "ORF" "Verified" "YOR347C" "PYK2" "pyruvate kinase PYK2" "chromosome 15" "L000004122" "15" 986462 984942 "C" NA "2011-02-03" "1996-07-31" "Pyruvate kinase; appears to be modulated by phosphorylation; transcription repressed by glucose, and Pyk2p may be active under low glycolytic flux; PYK2 has a paralog, CDC19, that arose from the whole genome duplication"
"7257" "S000005920" "ORF" "Verified" "YOR393W" "ERR1" "phosphopyruvate hydratase ERR1" "chromosome 15" "L000002735" "15" 1080276 1081589 "W" NA "2011-02-03" "1996-07-31" "Putative phosphopyruvate hydratase"
"7785" "S000005996" "ORF" "Verified" "YPL075W" "GCR1" "transcription regulator GCR1|SIT3|LPF10" "chromosome 16" "L000000690|S000029447|L000001900" "16" 412254 415362 "W" NA "2011-02-03" "1997-10-20|1996-07-31" "Transcriptional activator of genes involved in glycolysis; DNA-binding protein that interacts and functions with the transcriptional activator Gcr2p"
"7286" "S000006202" "ORF" "Verified" "YPL281C" "ERR2" "phosphopyruvate hydratase ERR2" "chromosome 16" "L000004075" "16" 10870 9557 "C" NA "1996-07-31" "1996-07-31" "Enolase, a phosphopyruvate hydratase; catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate; complements the growth defect of an ENO1 ENO2 double mutant"
