"sgdid" "type" "qual" "name" "gene" "alias" "parent" "sgdid2" "chrom" "start" "end" "strand" "genpos" "cver" "sver" "desc"
"8090" "S000006251" "ORF" "Verified" "YPR047W" "MSF1" "phenylalanine--tRNA ligase" "chromosome 16" "L000001187" "16" 657529 658938 "W" NA "2011-02-03" "2003-09-22|1996-07-31" "Mitochondrial phenylalanyl-tRNA synthetase; active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer; similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase"
"8168" "S000006285" "ORF" "Verified" "YPR081C" "GRS2" "putative glycine--tRNA ligase" "chromosome 16" "" "16" 703970 702114 "C" NA "2011-02-03" "1996-07-31" "Glycine-tRNA synthetase, not expressed under normal growth conditions; expression is induced under heat, oxidative, pH, or ethanol stress conditions; more stable than the major glycine-tRNA synthetase Grs1p at 37 deg C; GRS2 has a paralog, GRS1, that arose from the whole genome duplication"
"8826" "S000000172" "ORF" "Verified" "YBL076C" "ILS1" "isoleucine--tRNA ligase ILS1" "chromosome 2" "L000000856" "2" 84261 81043 "C" -43 "2011-02-03" "1997-01-28" "Cytoplasmic isoleucine-tRNA synthetase; target of the G1-specific inhibitor reveromycin A"
"10093" "S000000618" "ORF" "Verified" "YCR024C" "SLM5" "asparagine--tRNA ligase SLM5" "chromosome 3" "" "3" 162222 160744 "C" NA "2011-02-03" "2000-09-13|1997-01-28" "Mitochondrial asparaginyl-tRNA synthetase"
"10983" "S000002430" "ORF" "Verified" "YDR023W" "SES1" "serine--tRNA ligase SES1|SerRS" "chromosome 4" "L000001867" "4" 489508 490896 "W" NA "2011-02-03" "1996-07-31" "Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p"
"11036" "S000002444" "ORF" "Verified" "YDR037W" "KRS1" "lysine--tRNA ligase KRS1|GCD5" "chromosome 4" "L000000673|L000000919" "4" 525440 527215 "W" NA "2011-02-03" "1996-07-31" "Lysyl-tRNA synthetase"
"11625" "S000002676" "ORF" "Verified" "YDR268W" "MSW1" "tryptophan--tRNA ligase MSW1" "chromosome 4" "L000001209" "4" 1004004 1005143 "W" NA "2011-02-03" "1996-07-31" "Mitochondrial tryptophanyl-tRNA synthetase"
"11807" "S000002749" "ORF" "Verified" "YDR341C" "" "arginine--tRNA ligase|ArgRS|RRS1" "chromosome 4" "" "4" 1153626 1151803 "C" NA "2011-02-03" "1996-07-31" "Arginyl-tRNA synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDR341C has a paralog, MSR1, that arose from the whole genome duplication"
"12815" "S000000889" "ORF" "Verified" "YER087W" "AIM10" "putative proline--tRNA ligase AIM10" "chromosome 5" "" "5" 330576 332306 "W" NA "2011-02-03" "1996-07-31" "Protein with similarity to tRNA synthetases; non-tagged protein is detected in purified mitochondria; null mutant is viable and displays elevated frequency of mitochondrial genome loss"
"13268" "S000001872" "ORF" "Verified" "YFL022C" "FRS2" "phenylalanine--tRNA ligase subunit alpha" "chromosome 6" "L000000630" "6" 95010 93499 "C" NA "2011-02-03" "1996-07-31|2011-02-03" "Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar"
"13586" "S000003214" "ORF" "Verified" "YGL245W" "GUS1" "glutamate--tRNA ligase GUS1|GluRS|GSN1" "chromosome 7" "" "7" 39023 41149 "W" NA "2003-09-22" "2003-09-22|1996-07-31" "Glutamyl-tRNA synthetase (GluRS); forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm; protein abundance increases in response to DNA replication stress"
"13928" "S000003073" "ORF" "Verified" "YGL105W" "ARC1" "" "chromosome 7" "L000003553" "7" 307437 308567 "W" NA "2011-02-03" "1996-07-31" "Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"
"14460" "S000003326" "ORF" "Verified" "YGR094W" "VAS1" "valine--tRNA ligase" "chromosome 7" "L000002457" "7" 672186 675500 "W" NA "2011-02-03" "1996-07-31" "Mitochondrial and cytoplasmic valyl-tRNA synthetase; human homolog VARS2 implicated in mitochondrial diseases, can partially complement yeast null mutant"
"14694" "S000003403" "ORF" "Verified" "YGR171C" "MSM1" "methionine--tRNA ligase MSM1" "chromosome 7" "L000001196" "7" 842551 840824 "C" NA "2011-02-03" "1996-07-31" "Mitochondrial methionyl-tRNA synthetase (MetRS); functions as a monomer in mitochondrial protein synthesis; functions similarly to cytoplasmic MetRS although the cytoplasmic form contains a zinc-binding domain not found in Msm1p"
"14733" "S000003417" "ORF" "Verified" "YGR185C" "TYS1" "tyrosine--tRNA ligase TYS1|TyrRS|TTS1" "chromosome 7" "L000001105" "7" 867520 866336 "C" NA "2011-02-03" "1996-07-31" "Cytoplasmic tyrosyl-tRNA synthetase; required for cytoplasmic protein synthesis; interacts with positions 34 and 35 of the tRNATyr anticodon; mutations in human ortholog YARS are associated with Charcot-Marie-Tooth (CMT) neuropathies; human ortholog YARS functionally complements the heat sensitivity of a ts allele; protein abundance increases in response to DNA replication stress"
"14926" "S000003496" "ORF" "Verified" "YGR264C" "MES1" "methionine--tRNA ligase MES1|MetRS|MESI" "chromosome 7" "L000001075" "7" 1021853 1019598 "C" 204 "2011-02-03" "1996-07-31" "Methionyl-tRNA synthetase; forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs; mutations in human ortholog MARS are associated with pediatric pulmonary alveolar proteinosis"
"15191" "S000001053" "ORF" "Verified" "YHR011W" "DIA4" "putative serine--tRNA ligase DIA4" "chromosome 8" "" "8" 127780 129120 "W" NA "2011-02-03" "1996-07-31" "Probable mitochondrial seryl-tRNA synthetase; mutant displays increased invasive and pseudohyphal growth"
"15221" "S000001061" "ORF" "Verified" "YHR019C" "DED81" "asparagine--tRNA ligase DED81" "chromosome 8" "L000002734" "8" 143558 141894 "C" NA "2011-02-03" "1996-07-31" "Cytosolic asparaginyl-tRNA synthetase; required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA"
"15223" "S000001062" "ORF" "Verified" "YHR020W" "" "proline--tRNA ligase" "chromosome 8" "" "8" 143996 146062 "W" NA "2011-02-03" "1996-07-31" "Prolyl-tRNA synthetase; N-terminal domain shows weak homology to prokaryotic posttransfer editing domain, but does not possess posttransfer editing activity; may interact with ribosomes, based on co-purification experiments"
"15434" "S000001133" "ORF" "Verified" "YHR091C" "MSR1" "arginine--tRNA ligase MSR1" "chromosome 8" "L000002618" "8" 286770 284839 "C" NA "2011-02-03" "1996-07-31" "Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication"
"16052" "S000001340" "ORF" "Verified" "YIL078W" "THS1" "threonine--tRNA ligase THS1" "chromosome 9" "L000002301" "9" 212499 214703 "W" NA "2011-02-03" "1994-12-10" "Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant"
