"sgdid" "type" "qual" "name" "gene" "alias" "parent" "sgdid2" "chrom" "start" "end" "strand" "genpos" "cver" "sver" "desc"
"3968" "S000004607" "ORF" "Verified" "YMR005W" "TAF4" "TafII48|MPT1|TSG2|TAF48" "chromosome 13" "L000001144" "13" 276045 277211 "W" NA "1996-07-31" "1996-07-31" "TFIID subunit (48 kDa); involved in RNA polymerase II transcription initiation; potential Cdc28p substrate"
"4569" "S000004840" "ORF" "Verified" "YMR227C" "TAF7" "TafII67|TAF67" "chromosome 13" "L000003463" "13" 724385 722613 "C" NA "2011-02-03" "1996-07-31" "TFIID subunit (67 kDa); involved in RNA polymerase II transcription initiation"
"4591" "S000004849" "ORF" "Verified" "YMR236W" "TAF9" "chromatin modification protein|TafII17|TAF17" "chromosome 13" "L000003459" "13" 742971 743444 "W" NA "2011-02-03" "1996-07-31" "Subunit (17 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3"
"7658" "S000006050" "ORF" "Verified" "YPL129W" "TAF14" "TATA-binding protein-associated factor TAF14|TafII30|ANC1|TFG3|TAF30|SWP29" "chromosome 16" "L000000086" "16" 305298 306137 "W" NA "2011-02-03" "1996-07-31" "Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes; involved in RNA polymerase II transcription initiation and in chromatin modification; contains a YEATS domain"
"7939" "S000005932" "ORF" "Verified" "YPL011C" "TAF3" "TafII47|TAF47" "chromosome 16" "L000004154" "16" 534703 533642 "C" NA "2011-02-03" "1996-07-31" "TFIID subunit (47 kDa); involved in promoter binding and RNA polymerase II transcription initiation"
"9546" "S000000402" "ORF" "Verified" "YBR198C" "TAF5" "chromatin modification protein|TafII90|TAF90" "chromosome 2" "L000004155" "2" 618523 616127 "C" NA "2011-02-03" "1997-01-28" "Subunit (90 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification"
"10159" "S000000638" "ORF" "Verified" "YCR042C" "TAF2" "TafII150|TSM1|TAF150" "chromosome 3" "L000002367" "3" 205397 201174 "C" 31 "2011-02-03" "1997-01-28" "TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation"
"10754" "S000002228" "ORF" "Verified" "YDL070W" "BDF2" "" "chromosome 4" "L000004431" "4" 331024 332940 "W" NA "2011-02-03" "1996-07-31" "Protein involved in transcription initiation; acts at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p; protein abundance increases in response to DNA replication stress; BDF2 has a paralog, BDF1, that arose from the whole genome duplication"
"11302" "S000002552" "ORF" "Verified" "YDR145W" "TAF12" "TafII61|TafII68|TAF68|TAF61" "chromosome 4" "L000003462" "4" 746738 748357 "W" NA "2011-02-03" "1996-07-31" "Subunit (61/68 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A; overexpression of the human ortholog, TAF12, an oncogene involved in the formation of choroid plexus carcinomas, results in dosage chromosomal instability (dCIN) in a human cell line similar to the dCIN observed in yeast overexpressors"
"11350" "S000002574" "ORF" "Verified" "YDR167W" "TAF10" "TafII25|TAF25|TAF23" "chromosome 4" "L000003460" "4" 789449 790069 "W" NA "2011-02-03" "1996-07-31" "Subunit (145 kDa) of TFIID and SAGA complexes; involved in RNA polymerase II transcription initiation and in chromatin modification"
"13914" "S000003080" "ORF" "Verified" "YGL112C" "TAF6" "TafII60|TAF60" "chromosome 7" "L000002828" "7" 299728 298178 "C" NA "2011-02-03" "1996-07-31" "Subunit (60 kDa) of TFIID and SAGA complexes; involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4; relocalizes to the cytosol in response to hypoxia"
"14946" "S000003506" "ORF" "Verified" "YGR274C" "TAF1" "KAT4|TafII145|TafII130|TAF145|TAF130" "chromosome 7" "L000002748" "7" 1043095 1039895 "C" NA "2011-02-03" "1996-07-31|2011-02-03" "TFIID subunit, involved in RNA pol II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression; relocalizes to the cytosol in response to hypoxia"
"1768" "S000001511" "ORF" "Verified" "YKL028W" "TFA1" "transcription factor TFIIE subunit TFA1" "chromosome 11" "L000002595" "11" 385758 387206 "W" NA "2011-02-03" "1996-07-31" "TFIIE large subunit; involved in recruitment of RNA polymerase II to the promoter, activation of TFIIH, and promoter opening"
"1994" "S000001770" "ORF" "Verified" "YKR062W" "TFA2" "transcription factor TFIIE subunit TFA2" "chromosome 11" "L000002596" "11" 559666 560652 "W" NA "2011-02-03" "1996-07-31" "TFIIE small subunit; involved in RNA polymerase II transcription initiation"
"14224" "S000003237" "ORF" "Verified" "YGR005C" "TFG2" "transcription factor IIF subunit TFG2" "chromosome 7" "L000002633" "7" 505859 504657 "C" NA "2011-02-03" "1996-07-31" "TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30"
"14735" "S000003418" "ORF" "Verified" "YGR186W" "TFG1" "transcription factor IIF subunit TFG1|RAP74|SSU71" "chromosome 7" "L000002594" "7" 867774 869981 "W" NA "2011-02-03" "1996-07-31" "TFIIF (Transcription Factor II) largest subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP74"
"7171" "S000005879" "ORF" "Verified" "YOR352W" "TFB6" "TFIIH complex subunit TFB6" "chromosome 15" "" "15" 997213 998244 "W" NA "2011-02-03" "1996-07-31" "Subunit of TFIIH complex; facilities dissociation of the Ssl2p helices from TFIIH; expression levels regulated by Arg5,6p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus"
"7674" "S000006043" "ORF" "Verified" "YPL122C" "TFB2" "TFIIH/NER complex subunit TFB2" "chromosome 16" "L000003495" "16" 320767 319226 "C" NA "2011-02-03" "1996-07-31" "Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair, similar to 52 kDa subunit of human TFIIH"
"8108" "S000006260" "ORF" "Verified" "YPR056W" "TFB4" "TFIIH/NER complex subunit TFB4" "chromosome 16" "L000004156" "16" 671126 672142 "W" NA "2011-02-03" "1996-07-31" "Subunit of TFIIH complex; involved in transcription initiation, similar to 34 kDa subunit of human TFIIH; interacts with Ssl1p"
"11722" "S000002719" "ORF" "Verified" "YDR311W" "TFB1" "TFIIH/NER complex subunit TFB1" "chromosome 4" "L000002284" "4" 1085065 1086993 "W" NA "2011-02-03" "1996-07-31" "Subunit of TFIIH and nucleotide excision repair factor 3 complexes; required for nucleotide excision repair, target for transcriptional activators; relocalizes to the cytosol in response to hypoxia"
"12110" "S000002868" "ORF" "Verified" "YDR460W" "TFB3" "TFIIH/NER complex subunit TFB3|RIG2" "chromosome 4" "L000003496" "4" 1383811 1384776 "W" NA "2011-02-03" "1996-07-31" "Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit"
"15882" "S000001405" "ORF" "Verified" "YIL143C" "SSL2" "TFIIH/NER complex ATPase/helicase subunit SSL2|RAD25|LOM3" "chromosome 9" "L000002086" "9" 83041 80510 "C" NA "1994-12-10" "1994-12-10" "Component of RNA polymerase transcription factor TFIIH holoenzyme; acts as dsDNA-dependent translocase in context of TFIIH, unwinds DNA strands during initiation and promotes transcription start site (TSS) scanning; has DNA-dependent ATPase/helicase activity; interacts functionally with TFIIB, has roles in TSS selection and gene looping to juxtapose initiation and termination regions; involved in DNA repair; relocalizes to cytosol under hypoxia; homolog of human ERCC3"
"13082" "S000000973" "ORF" "Verified" "YER171W" "RAD3" "TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3|REM1" "chromosome 5" "L000001557" "5" 527082 529418 "W" 146 "2011-02-03" "1996-07-31" "5' to 3' DNA helicase; involved in nucleotide excision repair and transcription; subunit of RNA polII initiation factor TFIIH and of Nucleotide Excision Repair Factor 3 (NEF3); homolog of human XPD protein; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress"
"1448" "S000001643" "ORF" "Verified" "YKL160W" "ELF1" "" "chromosome 11" "" "11" 153269 153706 "W" NA "2011-02-03" "1996-07-31" "Transcription elongation factor with a conserved zinc finger domain; implicated in the maintenance of proper chromatin structure in actively transcribed regions; deletion inhibits Brome mosaic virus (BMV) gene expression"
"5927" "S000005505" "ORF" "Verified" "YOL145C" "CTR9" "CDP1" "chromosome 15" "L000003477" "15" 52788 49555 "C" NA "2011-02-03" "1996-07-31|2011-02-03" "Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats"
"3924" "S000004470" "ORF" "Verified" "YML010W" "SPT5" "transcription elongation factor SPT5" "chromosome 13" "L000002031" "13" 247677 250868 "W" -5 "1996-07-31" "1996-07-31" "Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner, and in concert with RNAP I and II has multiple roles regulating transcriptional elongation, RNA processing, quality control, and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life"
"13065" "S000000966" "ORF" "Verified" "YER164W" "CHD1" "chromatin-remodeling ATPase CHD1" "chromosome 5" "L000003467" "5" 505392 509798 "W" NA "2011-02-03" "1996-07-31" "Chromatin remodeler that regulates various aspects of transcription; acts in in conjunction with Isw1b to regulate chromatin structure and maintain chromatin integrity during transcription elongation by RNAP II by preventing trans-histone exchange over coding regions; contains a chromo domain, a helicase domain and a DNA-binding domain; component of both the SAGA and SLIK complexes"
"145" "S000000017" "ORF" "Verified" "YAL019W" "FUN30" "DNA-dependent ATPase FUN30" "chromosome 1" "L000000645" "1" 114919 118314 "W" NA "2011-02-03" "1996-07-31" "Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate"
"432" "S000003712" "ORF" "Verified" "YJL176C" "SWI3" "HAF2|TYE2" "chromosome 10" "L000002251" "10" 94530 92053 "C" NA "2011-02-03" "1996-07-31" "Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions"
"663" "S000003617" "ORF" "Verified" "YJL081C" "ARP4" "ACT3" "chromosome 10" "L000000027" "10" 285271 283802 "C" NA "2011-02-03" "1996-07-31" "Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes"
"1217" "S000003897" "ORF" "Verified" "YJR136C" "TTI2" "" "chromosome 10" "" "10" 678706 677441 "C" NA "2011-02-03" "1996-07-31" "Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; involved in the cellular stress response; similar to S. pombe Tti2p; may interact with Rsm23p; GFP-fusion protein localizes to the cytoplasm"
"1756" "S000001516" "ORF" "Verified" "YKL033W" "TTI1" "FMP47" "chromosome 11" "" "11" 375456 378572 "W" NA "2011-02-03" "1996-07-31" "Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1; similar to S. pombe Tti1p; detected in highly purified mitochondria in high-throughput studies"
"1863" "S000001716" "ORF" "Verified" "YKR008W" "RSC4" "" "chromosome 11" "L000004026" "11" 452201 454078 "W" NA "2011-02-03" "1996-07-31|2011-02-03" "Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p, altering replication stress tolerance; contains tandem bromodomains that recognize histone H3 acetylated on K14 (H3K14ac) by Gcn5p"
"2350" "S000004023" "ORF" "Verified" "YLR033W" "RSC58" "" "chromosome 12" "" "12" 208761 210269 "W" NA "2011-02-03" "1996-07-31" "Component of the RSC chromatin remodeling complex; RSC functions in transcriptional regulation and elongation, chromosome stability, and establishing sister chromatid cohesion; involved in telomere maintenance"
"2400" "S000004042" "ORF" "Verified" "YLR052W" "IES3" "" "chromosome 12" "" "12" 247201 247953 "W" NA "2011-02-03" "1996-07-31" "Subunit of the INO80 chromatin remodeling complex"
"3174" "S000004313" "ORF" "Verified" "YLR321C" "SFH1" "" "chromosome 12" "L000003282" "12" 777864 776584 "C" NA "2004-02-05" "1996-07-31" "Component of the RSC chromatin remodeling complex; essential gene required for cell cycle progression and maintenance of proper ploidy; phosphorylated in the G1 phase of the cell cycle; Snf5p paralog; hSNF5 tumor suppressor ortholog"
"3274" "S000004349" "ORF" "Verified" "YLR357W" "RSC2" "" "chromosome 12" "L000004025" "12" 841331 844000 "W" NA "2011-02-03" "1996-07-31" "Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; involved in telomere maintenance; RSC2 has a paralog, RSC1, that arose from the whole genome duplication"
"3602" "S000004596" "ORF" "Verified" "YML127W" "RSC9" "" "chromosome 13" "" "13" 17064 18809 "W" NA "2011-02-03" "1996-07-31" "Component of the RSC chromatin remodeling complex; DNA-binding protein involved in the synthesis of rRNA and in transcriptional repression and activation of genes regulated by the Target of Rapamycin (TOR) pathway"
"4052" "S000004636" "ORF" "Verified" "YMR033W" "ARP9" "RSC12|SWP59" "chromosome 13" "L000003438" "13" 337788 339277 "W" NA "2011-02-03" "1996-07-31" "Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation"
"4208" "S000004697" "ORF" "Verified" "YMR091C" "NPL6" "RSC7" "chromosome 13" "L000001272" "13" 451365 450058 "C" NA "2011-02-03" "1996-07-31" "Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions"
"4862" "S000005274" "ORF" "Verified" "YNL330C" "RPD3" "histone deacetylase RPD3|MOF6|SDS6|SDI2|REC3" "chromosome 14" "L000001696|L000001603" "14" 19302 18001 "C" -237 "1996-07-31" "1996-07-31" "Histone deacetylase, component of both the Rpd3S and Rpd3L complexes; regulates transcription, silencing, autophagy and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members; Rpd3(L) recruitment to the subtelomeric region is regulated by interaction with the arginine methyltransferase, Hmt1p"
"5136" "S000005159" "ORF" "Verified" "YNL215W" "IES2" "" "chromosome 14" "" "14" 244468 245430 "W" NA "2011-02-03" "1996-07-31" "Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress"
"5500" "S000005004" "ORF" "Verified" "YNL059C" "ARP5" "" "chromosome 14" "L000003434" "14" 514935 512668 "C" NA "2011-02-03" "1997-01-28" "Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; promotes nucleosome shifts in the 3 prime direction"
"5735" "S000005306" "ORF" "Verified" "YNR023W" "SNF12" "SWP73" "chromosome 14" "L000003408" "14" 670418 672118 "W" NA "2011-02-03" "1997-01-28" "73 kDa subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; relocates to the cytosol under hypoxic conditions; deletion mutants are temperature-sensitive; SNF12 has a paralog, RSC6, that arose from the whole genome duplication"
"6633" "S000005667" "ORF" "Verified" "YOR141C" "ARP8" "" "chromosome 15" "L000003437" "15" 592587 589942 "C" NA "2011-02-03" "1996-07-31" "Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; has mRNA binding activity"
"6761" "S000005715" "ORF" "Verified" "YOR189W" "IES4" "" "chromosome 15" "" "15" 689624 689974 "W" NA "2011-02-03" "1996-07-31" "Component of the INO80 chromatiin remodeling complex; target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses"
"7005" "S000005816" "ORF" "Verified" "YOR290C" "SNF2" "SWI/SNF catalytic subunit SNF2|TYE3|SWI2|HAF1|GAM1" "chromosome 15" "L000001945" "15" 860258 855147 "C" NA "2011-02-03" "1996-07-31" "Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p"
"7040" "S000005831" "ORF" "Verified" "YOR304W" "ISW2" "DNA translocase" "chromosome 15" "L000004448" "15" 884514 887876 "W" NA "2011-02-03" "1996-07-31" "ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that, with Itc1p, forms a complex required for repression of a-specific genes, INO1, and early meiotic genes during mitotic growth; the Isw2 complex exhibits basal levels of chromatin binding throughout the genome as well as target-specific chromatin interactions; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide"
"7408" "S000006156" "ORF" "Verified" "YPL235W" "RVB2" "RuvB family ATP-dependent DNA helicase reptin|TIP48|TIH2|TIP49B" "chromosome 16" "S000007484" "16" 103232 104647 "W" NA "1996-07-31" "1996-07-31" "ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"
"7526" "S000006105" "ORF" "Verified" "YPL184C" "MRN1" "PTR69" "chromosome 16" "" "16" 197788 195950 "C" NA "2011-02-03" "1996-07-31" "RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors, linking chromatin state, splicing and as a result mRNA maturation"
"7929" "S000005937" "ORF" "Verified" "YPL016W" "SWI1" "[SWI(+)]|[SWI+]|LPA1|GAM3|ADR6" "chromosome 16" "L000000052|L000002250" "16" 521014 524958 "W" NA "2011-02-03" "1996-07-31|2011-02-03" "Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer"
"8060" "S000006238" "ORF" "Verified" "YPR034W" "ARP7" "RSC11|SWP61" "chromosome 16" "L000003436" "16" 639525 640958 "W" NA "2011-02-03" "1996-07-31" "Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation"
"8100" "S000006256" "ORF" "Verified" "YPR052C" "NHP6A" "high-mobility group nucleosome-binding protein" "chromosome 16" "L000001244|L000001245" "16" 665974 665693 "C" NA "2011-02-03" "1996-07-31" "High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to chromosomes; functionally redundant with Nhp6Bp; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6A has a paralog, NHP6B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"8176" "S000006289" "ORF" "Verified" "YPR085C" "ASA1" "" "chromosome 16" "" "16" 709828 708497 "C" NA "2011-02-03" "2003-09-22|1996-07-31" "Subunit of the ASTRA complex, involved in chromatin remodeling; telomere length regulator involved in the stability or biogenesis of PIKKs such as TORC1"
"8298" "S000006337" "ORF" "Verified" "YPR133C" "SPN1" "IWS1" "chromosome 16" "" "16" 797210 795978 "C" NA "2011-02-03" "1996-07-31" "Protein involved in RNA polymerase II transcription; is constitutively recruited to the CYC1 promoter and is required for recruitment of chromatin remodeling factors for the expression of CYC1 gene; interacts genetically or physically with RNAP II, TBP, TFIIS, and chromatin remodelling factors; central domain highly conserved throughout eukaryotes; mutations confer an Spt- phenotype"
"9013" "S000000102" "ORF" "Verified" "YBL006C" "LDB7" "RSC14" "chromosome 2" "" "2" 217129 216587 "C" NA "2011-02-03" "2004-01-29|1997-01-28" "Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions"
"9282" "S000002157" "ORF" "Verified" "YBR089C-A" "NHP6B" "high-mobility group nucleosome-binding protein|YBR090C-A" "chromosome 2" "L000001246" "2" 426489 426190 "C" NA "2011-02-03" "1997-01-28|2011-02-03" "High-mobility group (HMG) protein; binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Ap; required for transcriptional initiation fidelity of some tRNA genes; homologous to mammalian HMGB1 and HMGB2; NHP6B has a paralog, NHP6A, that arose from the whole genome duplication"
